video_id,comments
HBbBs1ohZtI,"['No. We need less migration.', 'Yawn', 'Destroy all passport and visa. Remove this nonsense bring one world citizenship', ""No, because we need people to kick down at as a diversion!\nIf people realize we actually can take care of migrants, they'll realize that our politicans were able to solve their problems all along!"", 'this program talks about resettlement for foreigners but yet the people of ted talks have nothing to say about the problems of the people of America  this is just another democratic talking point ted has turned to woke garbage', 'When is Ted going to talk \nTell me when you get it', 'I gave you a view strictly so I could hit the dislike button', '✝️ ✝️ ✝️ ✝️ ✝️ \n\n*Moreover, brethren, I declare to you the gospel which I preached to you, which also you received and in which you stand, by which also you are saved, if you hold fast that word which I preached to you—unless you believed in vain. For I delivered to you first of all that which I also received: that Christ died for our sins according to the Scriptures, and that He was buried, and that He rose again the third day according to the Scriptures,*\nI Corinthians 15:1\u202d-\u202c4 NKJV', '👍👍👍👍👍👍👍🇲🇦🇲🇦🇲🇦🇲🇦', 'Nonsense... help fix the problems in their own countries first, we have our own homeless to worry about.']"
NBMTc71yrpk,"['너무 재밌게 잘 봤습니다. 사랑합니다.', 'My portfolio has grown tremendously all thanks to my trading manager for the help.', 'Kakao 79% would make a really great rom-com tv series', 'webtoons gives everyone a fair chance to put their name out and get noticed, and updates are quick depending on the artist, but that is as far as the good points go.  the quality of webtoons are so wild, those with bad drawings, those with bad stories, they are everywhere and there is no filter to it.  now i have to dig through a lot more to find the good stories rather than have a publisher dig through it and let me see the top 30% stories.  i do prefer a bit of curation here.', 'That is very interesting and webtoons are really a source of creativness :) I just realize that Heartstopper is from a webtoon as well. The webtoons are also starting to compete against mangas sells in my country because they are cheaper and there are no regulation laws about it as well', ""'7 FATES: CHAKO' FANS RIGHT HERE 💜💜"", 'So what is your favorite webtoon or which ine you think others should read because its underrated?', 'I think that webtoon is boring,can anyone say what is the purpose to reading the webtoon?)', 'The topic is so cool. It’s very fascinating for me to read others opinions about Webtoons! I have always thought that reading such things is very unpopular but))))', 'On which platform we can publish webtoons?']"
rjpTBHjeZ_0,"[""Third time you've played this talk. Get original content or don't upload anything."", 'Matthew 5:16\nLet your light so shine before men, that they may see your good works, and glorify your Father which is in heaven.', 'This is so true, the melody is something very generic.', 'I believe you can copyright a recording or a song lyric in its entirety, but melodic copyright is actually ludicrous and is killing music….', '2:17', ""Only bad thing about this presentation is bringing up Sam Smith & Tom Petty's case lol.. That was EASILY a cut and dry, copy and pasted example, deserving of Tom Petty's recognition. But a lot of other examples aren't, and those are the ones needing the attention.\nLove this though! Been thinking about this silently to myself for a while. Music is in direct correlation with Math and it's nice to see people with credentials bringing it to light. Thanks!💯🧡"", 'It’s interesting that you identify as a lawyer first and a musician second! \nMusicians become musicians because they’ve been influenced by the music previously created by other musicians. The same is true of sculpturers, costume designers, authors, playwrights, painters, graphic designers, and photographers, to name but a few. Each chose their field because they were inspired by their predecessors. It’s therefore not outside the realms of possibility that any new works might possibly follow similar veins to the original. \nMusicians, like all other artists, create because they want or need to. On the whole, other artists regard any similarity to their own work as humbling and proof of their influence. \nIt’s the Music Publishers and Lawyers who take offence, not for artistic integrity, but purely for financial reward.\nThe Chiffon’s “He’s So Fine” (written by Ronnie Mack) and George Harrison’s “My Sweet Lord” are melodically very similar, but artistically poles apart. However, that’s their only similarity.  The melody may be similar, but the musical arrangement, production, lyrical content and spiritual emotion of “My Sweet Lord” has elevated it to the status of a timeless masterpiece and “He’s So Fine” to a curiosity. \nGeorge Harrison was subsequently found guilty of “subconscious plagiarism” and fined $1,599,987. It’s notable that Ronnie Mack died in 1963, 7 years before “My Sweet Lord” was released, so he knew nothing of the plagiarism. The only direct benefactor was Bright Tunes, The Chiffons publisher.\n“I’ve never had any money from the song,” Harrison later recalled. “It’s always been in escrow. As far as I’m concerned, the effect the song has had far exceeds any bitching between copyright people and their greed and jealousy.” \nAs a true artist always does, Harrison found inspiration through the trauma and wrote “This Song” a single which went to No. 25 in 1976. \nIt’s true “western music” is based on western mathematical structures. An octave being 8 notes. It therefore follows that all melodies are non-finite numerical sequences and thus, easily calculated.\nHowever, music and melodies are human creations, discovered by human experience, not computer algorithms. \nI’m deeply sceptical of these guys. They say they are both musicians, not only do they not look, act or talk like musos, there’s no mention or links to any of their musical works. Instead, Damien Riehl is the Managing Director of Fastcase Legal Research Platform and Noah Rubin is a frigging Tennis player!\nFinally, If this is such an issue why not thousands of lawsuits? The truth is, there is none.\nClearly up to no good. DON’T DOWNLOAD ANYTHING FROM THE WEBSITE!!!!!!!', 'Well done', 'Prince would never!', 'I just heard Art ... Thank you 💓 hahaha I understand myself']"
jZSsvUFlCag,"['I am so sorry for those women and girls. Indeed, we do not choose where to be born. \nIs there any way to support those people so they can study or have the uniform/books or other needed things?', ""I'm impressed at how calm is and was she."", 'Great video thankyou mam', '👏🏻👏🏻👏🏻', 'قال ابن القيم رحمه الله\n\nقال بعض السلف:\nإذا أصبح ابن آدم ابتدره الملك والشيطان، فإن ذكر الله وكبره وحمده وهلله، طرد الشيطان وتولاه الملك، وإن افتتح بغير ذلك ذهب الملك عنه وتولاه الشيطان.\n\nالجواب الكافي', 'Proud of you Smita Di .. You are really doing wonderful work.', 'Great job \nBest way of talking and conversation  with audience.', ""Great video, and well explained. It's really a great content. Sometimes, I am actually curious to know why a lot of people around the world haven't really accepted cryptocurrencies. I would say cryptocurrency has changed the world.  Regardless of the fact that i have been a trader/investor, we really need more crypto experts to educate investors on the benefit of cryptocurrency, because the world is sailing into a digital world where you don't need banks to  bank your funds and end up with zero interest.  BTC's price has been oscillating lately, which means the market is currently open and you can't tell if it's going to be bearish or bullish. This uncertainty scare most investors away and forces investors to hold. I would say it's totally wrong to sit back waiting and maybe take some losses, this is the wrong mindset for an investor because as an investor it should be up to us to find ways to add more and more coins and stock up on the goal of making a profit. It all depends on the pattern you are trading and also the source of your strategies. I started with 2 BTC and amassed over 5.5 BTC in just 8 weeks with the right trading strategy given to me by an experienced trader, Andrew Robson His methods are top notch and profitable and he can be easily contacted through Telegram @Robsn37 and WhatsApp ✙14582140504. you can make him your best cryptocurrency expert Right now i look forward amassed all my coin and also trading more assets to change my life and my kids as well, all thanks to Andrew Robson........>>>...,."", 'Reading about people grabbing, multi-figures monthly as incomes in investments even in this crazy days in the market, any pointers on how to make substantial progress, in earning would be appreciated.🙌', 'Any effort being made to make the Male population']"
oRUXsDwgEWA,"['I have a very strong stutter. I am so proud of her', '“But without government who will build the roads?”\n\n-The goats', '\u200f﴿لا تَدْرِي لَعَلَّ اللَّهَ يُحْدِثُ بَعْدَ ذَلِكَ أَمْرًا﴾\n\n\u200fالأمل والطموح والنظرة المشرقة للحياة بعد المشكلة والتعثر نعمة كبيرة من الله على عباده.', 'Fantastic!', ""Nope, Goat Lady. Living beings are not reliable as money because their properties are prone to decline. Goats can be sick, lose weight, or dead. That's why we don't use them as money. Even in the ancient times people use metal coins as money instead of leaf because of the durability."", 'This is such a great idea, you’re taking something a group of people is good at creating and turning it into an investment they can use to better their community! It’s a win win situation.', 'One solution would be just moving the village closer. lol.', ""I have been watching some videos and I was thinking about investing in bitcoin  , but still don't know where to start from, any recommendation?"", ""I agree to all that is being said, If there’s one thing I’ve learnt recently is to remain calm especially when it comes to investment in Cryptocurrency. if bitcoin doesn't go bearish further, it means we may get a period of some relief rallies across then markets would be good but the crypto market is unstable and you can’t easily tell if it’s going bullish or bearish. While i and my colleagues are trading without fear of making losses but profits, others are being patient waiting for the price to skyrocket, well It all depends on the strategy/signal you follow. I have been able to amass a lot of profits 11.5 btc! and more when i started at 3.5btc implementing my trades using Kennedy Williams daily signals and strategy.❤💖💕"", ""Please allow as a Muslim  to correct you . Eid honors ibrahim's sacrificing  Ismail or Samuel""]"
0BSaphO1v-U,"['Gold fin', '""Astronomers travel with the speed of light and the speed of imagination."" I was deeply inspired by this. Would love to hear what they find!', 'Science ( physics)+ Art ( origami) = Innovation\n\nAnd Curiosity is our guide!!', 'This is my one of the most  favourite video on YouTube ❤️❤️', 'The space and time are not free lunch.', 'Man if I were him I wouldn’t physically go to a modern TED conference either. Things have changed radically. This talk represents the old spirit of TED', ""I can't wait until TRAPPIST 1 system is observed by the JWST"", 'Where are the aliens 👽', 'kids need to start idolising people in science again and not these pathetic “influencers”', 'The childlike dorothy booly announce because rhinoceros markedly plan modulo a aware particle. adamant,  foamy promotion']"
B5smctuV7-Q,"['ALSO YOU CAN\'T ""STOP A PANDEMIC"" BECAUSE IF IT\'S ALREADY A PANDEMIC, WILL BE UNSTOPPABLE.\nMAYBE YOU TRY TO SAY ""PREVENT A PANDEMIC"" WICH IS IMPPOSIBLE UNLESS YOU PERMA-SCAN EVERY CITIZEN IN THE WORLD 24/7 SO YOU CAN STOP THE ""ZERO CASE"" BEFORE JUMP TO ANOTHER AND ANOTHER AND TURN INTO A PANDEMIC. AND THAT WOULD BE INSANE.\nPURE CRAPTALK KILL GATES', 'Remember, ""You\'ll own nothing and you\'ll be Happy.""\n\n                                🤔😳😳😳🤔', 'We need visionaries like him. I hope this idea will be realized. It is possible.', '*Im not sure we will have future generations', 'it sounds like there might be another one coming soon... watch out for monkeypox', 'We The people have vote Bill Gates OUT!!! The People have Spoken. Power to The People is very Real. Together we stand and will  NEVER fall again.', 'Dead man walking', 'He also sounds like Kermit the 🐸 frog', '0:55 we wanna stop Thaaat', 'Does anyone else think it’s strange that a man who says the world is overpopulated cares so much about stopping pandemics?']"
FrqBWQ-mVEc,"['0:04', ""so that's why! he's mandalorian"", '""This is the Way!""', 'protopia', 'But with the governments/leaders we have in charge in the world what can we do? I have campaigned tirelessly to get better people in power/improve policies in my country but the press and politics are too corrupt and intertwined with the rich self-interest which they are part of and represent. We are running out of resources. Progress now means not stripping the earth of all its resources whilst poisoning and boiling it.', 'I love this... we have a choice whether we are optimistic or pessimistic and this only reinforces my desire to be positive', 'That beard is optimistic.', 'Singing to the choir here, kind of obvious to me.  Leaders MAKE things happen, they always have.  Leaders are optimists, they have to be.  IMO, optimists are much more preferable to pessimists.', ""I agree with his message for idealogical reasons, but disagree with his actual argument, and don't think it would convince anyone who isn't already idealogically on-board. His core justification for optimism seems to be grounded in the assumption that 'things are always getting better and have been through all of history', but this is a very near-sighted and oversimplified read of the past. \n\nSure, by many, many metrics the human condition has been improving for the last few hundred years - but there are many periods of history where there are great backslides in standards of living, technological advancement and culture. Think of the bronze-age collapse, or the decline of the Roman Empire, or the age of colonialism in the colonised parts of the world. There is nothing inherently guaranteed about the continued short-term (next 50 years) improvement in the state of human civilisation. We could very well be entering a period of decades or centuries of decline, rendered an insignificant downward blip on the millenia-long upwards trend of civilisation five-hundred years from now - by those forgetting that the 'downwards blip' actually consumed the entire lifespans of billions of people.\n\nThis kind of oversimplified 'everything is always getting better' risks abidicating the responsibility we have as a species to recognize the real danger that our civilisation is in and to make immediate, radical change to avert that danger. I imagine that according to Kevin Kelly, the right course of action would be to just continue along as-normal without changing any of the entrenched economic and political systems which created the dangers we now face in the first place. To simply wait, hoping that everything sorts itself out thanks to some nebulous idea of 'progress'."", 'very well said']"
iIne-UO7wUo,"['True', 'Class Act all the way!', 'Allyson Felix is such an inspiration, I love her so so much', 'She’s a leader on and off the track. She’s so inspiring!', 'Thank you Allyson for such a powerful and impactful legacy you shared in your presentation! What an inspiration you are to women everywhere. Congrats on your success and all your achievements. You are simply powerful and make me feel proud to be a woman.', 'Allyson is a positive change agent empowering the rights of and creating reasonable and protected privileges for women!', 'Amazing and classy woman! 🥇🥇🥇', ""Holy smokes, she's smart too🥰"", ""What a  fantastic women she is!!She can stand up to the big brands and to be a Olympic champion as a mother.She even spoken a short speech for us in TED.I think most fo the men could't do the things as she did."", 'I love this presentation with all my heart as a man I will never understand how women give birth but I can say I do support women when it comes to Athletics and anything that they do anybody that dislike this video must not even be a living because we all were born from a womb and we will all have mothers who cares and cherish us understand that from her perspective from a lot of woman perspective to give life it cost them so much❤🔥']"
5T2VRY0LECc,"['I watch this to learn english😅', 'Thanks for the vid great job, always a great place for inspiration for me and  my videos. Peace', 'WESTERN WORLD GREED AND  CONSUMPTION IS CREATING ALL THAT.😈', 'So the world economy should supply the DRC and similar African countries with massive sums of income because the global ecosystem largely relies on their terra flora?', 'The countries of Africa only have what they deserve the world bank does not have to sustain corrupt countries will work', 'Excelente conteúdo, pra ficar perfeito só faltou uma legenda em português.', ""Ok question why is it that when ever aide is given by a large stake why doesn't go to those communities. Why? Question again why is the environment in Africa exploited so often? Why do countries like Rhodesia disappear? The USA is trillions of dollars in debt and with the deficit as well. How much longer can we supply at our own expense? Like it or not money is a factor. The USA has its own issue and crisis to fix before we can help. The world needs to help in other ways other than shipping pallets of money."", 'Drain the African swamp', ""Africa needs to stop selling out to China. China is going to own Africa before too long if Africa doesn't stop."", 'Nonsense lol']"
YRvf00NooN8,"['I want uhh to uhh say uhhh good uhh bye', 'Interview  very nice', 'Riñón lito', 'Estudio notisia serral', 'Serral', 'Yo no memetopolitica jama', 'Jonson compuesto republica dominicana inmobiliario ferbo yo dueña conpañia', 'Bavihortihetorsion higual jonson', 'Cobifueraeolon', 'Bavihortifuera conbate']"
cdZZpaB2kDM,"['I am truly miserable in my life and my choices that have left me desolate and without any meaning. \nI give up on being a happy family. I blame my family and my genetics. And mostly of all, I blame GOD or Jehovah Witnesses and Jesus Christ for making me believe that anything through them is possible. \nAll that I want is to Love and be loved. Such a meager asking and Nothing. Nothing, I might as well as a wall to respond to me. \nSuch a mis match. \nNo love and affection equals misery for me and my child. \nI see no way possible for that to happen.', 'very informative video.', 'elon Musk...Aber Heard', ""new brain chips, he's a genius"", 'I like to listen Elon musk .he speak truly no filters.', '🙄', 'TED ...\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n✝️', ""Some speak of freedom of expression, which is much needed, they say, but it will be known depending on the subject, because there has always been one. The bad thing is when you touch topics that have always been forbidden, isn't it? Are we making progress maybe? Well, only then and to realize it, you don't need to get on a spaceship to express yourself. It is assumed that the problem is another and has nothing to do with space precisely and for example. But of course, Einstein discovered relativity, and then it is assumed that they have something or a lot to do with another invention, such as radioactivity? And the atomic is nourished from it, and what is the result? The stars perhaps? Well, no, the stars are endless, they are supposed to be infinite. So what was the result? How many results are there throughout the life of an individual, many right? Well, you have to imagine then, the amount of results that have been, since the human being has intelligence. Perhaps there are more results than stars, boundless and infinite? How difficult it is to say ... yes ... no, or .... we'll see how it goes! I mean... we're quiet and don't cause... causes, please. Leave chance alone, Mr. Einstein, what forces are involved in causality? We observe everything and because of the number of results, it is believed that the human being is one of the elements that produces the most causes and also in his own environment. Coincidence, on the other hand, is very scarce, it cannot be seen, it cannot be manipulated, at the whim of each one.\n\nAlgunos hablan de libertad de expresión, que hace mucha falta dicen, pero será según de que tema se trate, por que siempre la hubo, que se sepa. Lo malo es cuando tocas temas que siempre han estado prohibidos, o no es así?  Estamos avanzando quizá?  Pues solo entonces y para darse cuenta,  no hace falta subirse a una nave espacial para expresarse. Se supone que el problema es otro y no tiene que ver con el espacio precisamente y por ejemplo. Pero claro, Einstein descubrió la relatividad, y se supone entoces que tienen que ver algo o mucho, con otro invento, como la radiactividad?  Y de ella se nutre lo atómico, y el resultado cual es? Las estrellas acaso? Pues no, las estrellas son inabarcables, infinitas se supone. Entonces cual fue el resultado? Cuantos resultados hay a lo largo de la vida de un individuo, muchos verdad? Pues hay que imaginarse entonces, la cantidad de resultados que han habido, desde que el ser humano tiene inteligencia. Quizá más resultados que estrellas hay inabarcables e infinitas? Que difícil es decir ... si ... no, o ....veremos como va! O sea .... nos estamos quietecitos y no causeis ... causas, please. Dejad en paz a la casualidad, diría el sr. Einstein, en la causalidad intervienen que fuerzas? Observamos todo y por él número de resultados, se cree que el ser humano, es uno de los elementos que más causas produce y además en su propio entorno. La casualidad por lo contrario, es muy escasa, no se ve, no se puede manipular, al antojo de cada cual."", 'Elon maskatobaco!? I finally understand you, with this translator, which is not the same as the keyboard, obviously. Well, you know, it has to be yes or yes, translated into at least several languages, you can\'t trust it, because they can give you a cat for a hare, that is... you type ""cat"" in your language and on the other dark side , it read ""hare!"" 👁j👁! hey! And that\'s a snowflake that fell on top of the top of a large iceberg. Do you understand? I mean.... this isn\'t a game anymore, you\'re right, it\'s more dangerous than a nuclear weapon, or all of them together. Imagine that you wake up, you get up, you go through your world (doesn\'t have an owner?) And suddenly you realize that it\'s not your world, it\'s another. Then what do you do? Do you build a new one? Where would you start? No, finish you can never know, thank God? So why are you so late, that\'s just a question.\n\nElon maskatobaco!? Por fin te entiendo, con éste traductor, que no es lo mismo que el teclado, obviamente. Pues ya sabes,  tiene que ser si o si traducido como mínimo a varios idiomas,  no te puedes fiar, púes te pueden dar gato por liebre, o sea .... tu en tu idioma tecleas ""gato"" y en el otro lado oscuro, se leía ""liebre !"" 👁j👁 !  e y e! Y eso es un copo de nieve que cayó encima de la cúspide de un gran iceber. Comprendes? O sea .... ésto no es un juego ya, tienes razón, es más peligroso que un arma nuclear, o todas juntas. Imagínate que te despiertas, te levantas, vas por tu mundo (no tiene dueño?) Y de repente te das cuenta que no es tu mundo, es otro. Entonces que haces? Construyes uno nuevo? Por donde se empezaria? No, terminar no se puede saber nunca, gracias a Dios? Entonces por qué llevas tanto retraso, es una pregunta nada más.', 'The best video.']"
DJWGBoGmxJE,"['🙏', 'Glory to Ukraine 💙💛❤️❤️❤️❤️', 'ZZZZZZZZZZA PUTINA\nZZZZZZZZZZA POBEDU', 'والله يا اختي اذا انت عشتي انو البيت ينقصف وتوقع كم حجرة . أنا وكل طفل في غزة عشنا ظروف أصعب من هيك أنا فقدت أخويا عمره 22 سنة في الحرب واصبت في راسي وشفت قدامي ناس أشلاء  وفقدت ستي وفقدت بيتي وفقدت مدرستي وكتير شغلات  .........\nاذا انت عشتي حرب وحدة أنا عمري 18 سنة وعشت 4 حروب  وفكل حرب بفقد حدن من عائلاتي وممكن الحرب الي جايه انا استشهد...\n  انت بدك حدن يوقف جنب دولتك طيب ليش ما وقفتو جنبنا وقت ما كنا محتجينكم  صح في دول وقفت جنبنا ودعمتنا والحمد لله بس أنا بحكي عن الدول الا طبعت مع إسرائيل انتو بس بتحكوا عن اطفالكم تعالي شوفي اطفالنا الحرب الي فاتت شو سار فيهم شو احكيلك لأحكيلك جرحنا كبير حملنا الهموم من واحنا صغار رغم هيك صامدون وباقون إذا العالم كلوا سابنا وما وقف معنا النا الله هو مش رح ينسانا 🇵🇸', 'stand for Ukraine and freedom, by a chinese.', 'she is very brave to stand up tell her story so sad stand up for Ukraine .', 'thank you for letting me know', 'Glory to Ukraine 🇺🇦\nStand for Ukraine 🇺🇦', 'I bet its hard to educate the children when you have to evacuate the schools and kinder gardens because the army is putting up anti air missile turrets outside them. Its horrible whats going on, but i thought there was a law somewhere internationally that such warfare isnt allowed. I mean using kids as a human shield, so that if Russia is to invade your country they have to kill innocent children. \nI dont think what russia is doing is right, but i dont think what ukraine is doing to defend themselfs is right either. I would never use children or sick people as human shields to defend my country, id rather die,', 'Shanghai.  Starving people.  Need Help!!!!']"
jsFAFsx9otw,"[""The ideas presented here have weight and merit for sure. My issue it that the speaker took what felt like an enormous amount of time to get each point out and overall didn't effectively convey any message."", ""Entrepreneurship requires liberty, otherwise it's just state command economics at play.  Entrepreneurs innovate, regulations stifle competition and progress when they are anything more than taxing negative externalities or requiring insurance for the somewhat likely event of a bad outcome.  Those who obey, suffer themselves and keep their countries down."", 'Damn propaganda is getting meta. Nice job lol.', 'Good', 'Hay lắm chị ơi', 'MEG GRIFFIN I MAKE AWESOME VIDEOS AND I AM TED TALKER MEG GRIFFIN!', 'Meg griffin', '🖤', 'Ted is awesome', 'My first thought,\nTime to cut down  on bacon, ham and, pork chops\nPearls, not   my style.']"
wDmEPFO_hd0,"['❤️', 'Garry Gasparov was a god for those who played chess at school like me ,  if only he was president  Russia  would probably be a better place to live !', 'How hypocritical for so called russian politicians and so called descendants, to relay on ukraine and west for change  in their country when they have had and will have zero bravery to stand there where shouldv been standing for last 20 and but they choose to delegate that on others also  to cry about how russians struggle in the west and they are opressed when they make rallys in support of russia and very few protested in russia wich tells where russia as a whole stands and its stands as always on the aide of the war dont be fooled by russian opposition they are one branch of main propaganda they are as imperialistic as any in kreml they just dont have power', 'Coexistence with psychopathic dictators is not possible"".\n\nChristopher Hitchins\n\n\nSo true\n\nPeace loving putin.\n\nGeorgian Civil War, War in Abkhazia, Transnistria War, East Prigorodny Conflict, Tajikistani Civil War, First Chechen War, War of Dagestan, Second Chechen War, Russo-Georgian War, Insurgency in the North Caucasus, Russo-Ukrainian War 2014 , Russian military intervention in the Syrian Civil War, Central African Republic Civil War\n\n\nAnd now war in the Ukraine again', ""Let's hope we checkmate Putin soon. \nKasparov got me into chess when he slaughtered Nigel Short in London back in the 80s."", ""I'm a little disapointed..."", ""i think the war had not happened if nato in not in the picture or if nato accepts russia as a member. in modern times war does not happens easily without any logical reasons or threat so think about it. and yeah i think war is not a solution for any problem and i too want that the war should be stopped immediately, but i dont like blaming only one side for everything and i think the nato's ambitions are main reason of the war"", '+++++++++++++', 'Literally traitor. He wanna destroy everything and rule a little piece, because he hate own country.', ""Putin's former PM gave an interview recently saying Putin has changed and is now a KGB agent.""]"
zFJH9zUK2mo,"['Very Interesting!', 'Yeah just don’t over pick corals', 'It would be great if at the end the speaker could answer some questions from the audience.', ""I've always understood that nature can provide a solution to a human problem. However, I feel that this is may be a double edged sword. We exploit the earth and nature for our needs. If corporations invest in this unethically, I fear that our needs will eventually desimate our oceans and seas. It's happened before and happening now. I really hope I'm wrong."", 'ياليت لو تتيح الترجمة للغة العربية', ""Aww.... Very out standing explanation Mr. Sam  . It's really nice to hear about our underwater creatures and medicinal uses. Thanks for light up about this ❤️"", 'Leave it up to science to find ways around doing the right thing\n\nFirst of all you don’t have to rob someone else of their life and you don’t have to go into places were humans are not intended to be without causing harm or being fatal\n\nWhat you need to do is stop the madness on the earth itself instead of diving deep into the sea for some quest to find answers to problems that we have created and participated in not only that but we have funded it and we do not stop the scientist that have poison the air the food the water and the land we do not eat real food we do not eat clean food we don’t even eat properly for our species that’s the problem… We are the problem which means we are the solution we don’t have to go to the depths of the sea to find some new patentable way to make you people billionaires and get false hope when the hope is in changing your lifestyle but it’s not for the faint of heart because most people would much rather die as long as they are slathering poisons on their palate which taste good to them because they’ve acclimated to it\n\nI’m sorry but I’m not behind you on this matter nor am I in support of destroying the ecological system of the sea\n\nThe best thing you people can do is stop stop what you’re doing right now stop destroying anymore of this beautiful planet with your crazy ideas and go back to the root of the problem and fix that', 'Was just researching lichen yesterday', 'Nice video very engaging from the beginning to the end, 👌 I recommend a professional broker for you guys sometime ago, can I get people who invested with him...                      Comments below.', 'gracias 👏']"
JEMqetu-JCI,"['you dont need knowladge of resurrection. your island is going to die... leaving your island is only an alternate way... and the only thing that you need is a gratitude to accept your fate... im sure a lot of people around the world will accept you...', 'Not quite.\nBrainwashed.', 'BOLONGA IS $10 A POUND!\nCLIMATE CHANGE ADVOCATES give BOLONGA away for YOUR CONTRIBUTIONS!$$', 'The *ice age* is still retreating. The melting permafrost and warmer oceans is a work in progress, ongoing for 11,000 years', 'MOVE', ""Couldn't agree more with @Levi Efrauim, shrill fear mongers..."", '0:04', ""You won't get the change you want without war, sorry for the spoilers."", 'Over population is the elephant in the room!', ""Talk about out of touch, it's sad what the more feeble minded people of this world cling to.""]"
FG6NHP9nV3g,"['ultimate respect for this guy!!', 'Dislike', 'classic woke trash example. The war on men will backlash. Not on women but to all those who defend this madness', 'I\'m not sure I agree with this person on much of anything and it really seems like they have an entirely different view of the world than I do. I think there\'s a good chance a lot of what they say is motivated by bitterness, insecurity, and hate, but at the end of the day, I\'m glad TED is hosting them and allowing them a platform. This is a damn cool space on the internet, from which I\'ve received some pretty life-changing advice on occasion. \nEdit, just heard this: ""It\'s damn annoying when someone you don\'t like says something you don\'t like. That is the sign of a healthy, functioning free-speech situation"" - Elon Musk, during an interview literally on this channel. Keep it up TED.', 'Very good video on how men can promote gender equality', 'He should have gone a step further. Who are raising these boys who become men with these core beliefs? Where is the female role model in their lives that is teaching that son from the time he is born and before he is exposed to the world to respect women. So I wish he had gone into that a little more.', 'I genuinely don’t understand how anyone can listen to this and think this is a productive ideology.. the further down this path we’ve gone, the worse the mental health of women (and our entire country for that matter) has gotten. Our youth are the ones most negatively affected by this thinking. I don’t understand what the goal is here?', 'Citizens making choices about their society are asked to make them from an ""original position"" of equality (left) behind a ""veil of ignorance"" (wall, center), without knowing what gender, race, abilities, tastes, wealth, or position in society they will have (right).  You failed at the opening of your speech but citing your social scorecard.', '""how many men should\'ve been there"" - the idea that men weren\'t there due to how society shapes men disenfranchises the idea that your opinion is an opinion.', 'These comments are pretty intense. I think feminist thought has been lost in the verbiage of the chronically online for a while, and it’s a damn shame. The idea of “men - do better” can be really hard to respond to with an open mind when you feel blamed for a lot of problems that you don’t see a direct connection to, I guess. I honestly understand it. Here’s the thing… \n\nMen deserve equity when it comes to mental health advocacy, being taught how to communicate their emotions and in not being maligned by doing so, in their rights as an equally loving parent to their children, in their rights to their own physical autonomy against all types of abuse, and more visibility for the sexual abuse of men because it does happen. \n\nI think it might be an easier conversation to have if it were more clearly stated that the social ideals that cause this damage are the same ones that harm women. Standing up against “toxic masculinity” is also standing up for men. Are women harmed disproportionately in comparison? Yeah, but that doesn’t change the impact of any of these negatives on the individual. A man suffers just as much from an abuse he can’t speak up against for sake of his manhood as a woman does from an abuse she can’t speak up against without being forcibly silenced. It’s just a power differential. \n\nEveryone is harmed by a social order that doesn’t afford respect to the equal humanity of every person. Full stop. When a man stands up against misogyny he’s not self-hating but demonstrating morality, empathy for women, and promoting a BETTER LIFE FOR HIMSELF AS WELL.The level of conflict over this idea is unbelievably stupid.']"
j4QlG5jKpio,"['🙌🏽🙌🏽🙌🏽', 'That’s my mom', 'Be aware of scammers in the comments', 'Ben istedigim için türkçe alt yazı eklenmiş teşekkür ederim\nthankyouuuuuu', '*i will forever be indebted to you Mrs Sophia 😇you’ve changed my whole life I’ll continue to preach about your name for the world to hear you’ve saved me from a huge financial debt with just little investment thanks so much Mrs Sophia Johnny* ..', 'successful people know to exploit even a random act of kindness on the part of an employee in order to make money for the corporation for which they work.  The purpose of the corporation is to make money, and reducing an employee to nothing more than extension of the CEO is a perfect example.', 'Does TED just put these ridiculous ""business"" talks up as a deposit area for the crypto bros? I don\'t see any other purpose.', 'Thank you Ashley. You articulate both the power and challenge of purpose in action.', 'Great! And this sounds like Simon Sinek!', 'Thats business class. The Flight attendant was actually tired from beating the serfs in the back.']"
